Symbol,Pattern,Detected,In_Formation,Score,Confidence,Breakout_Level,Stop_Loss,Target_1,Risk_Reward,Gap_To_Break_%,Pole_Return_%,Pole_Bars,Consol_Bars,Vol_Pole_Surge,Vol_Consol_Avg_OK,Vol_Trend_Decline,Vol_All_3_OK,Breakout_Vol_Watch,Weekly_Confirmed,Notes,Narrative
BALRAMCHIN.NS,Ascending Triangle,True,True,60.0,MEDIUM,564.43,531.1,665.87,3.04,5.66,0.0,0,20,True,False,True,False,945917,True,Near-flat resistance (±1.8%) | Rising swing lows ✓ | 7 touches of resistance ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Ascending Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 29-May-2026 to 25-Jun-2026 (20 sessions): flat resistance around ₹570.0 tested multiple times at 19-May-2026, 04-Jun-2026, 15-Jun-2026. Swing lows at 29-may-2026, 08-jun-2026, 19-jun-2026 — price bouncing at higher levels each time. On the chart draw a horizontal line at ₹564.4 — this is the resistance buyers keep hitting. The lows should form a rising line. Buyers are accumulating.  //  [3. VOLUME CHECK] During the consolidation (29-May-2026–25-Jun-2026): average volume was 630,612 shares/day — 93% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -35,117 shares/day). On the chart the volume bars should visibly shrink from left to right across the 29-May-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹564.4. Price needs to close above this level on volume above 945,917 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹564.4. Stop-loss: ₹531.1 (below pattern low). Target: ₹665.9 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 945,917 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.657%/week) and weekly volume is contracting (0.43× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹564.4 on volume above 945,917 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 06-Jul-2026 (6 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~34 bars from triangle start — 3/4 mark = 26 bars. Pattern has used 20 bars, 6 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 06-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
GODREJIND.NS,Symmetrical Triangle,True,True,60.0,MEDIUM,1199.95,1044.1,1385.37,1.19,3.38,0.0,0,25,True,False,True,False,249946,True,Descending swing highs ✓ | Ascending swing lows ✓ | Duration 25d (Murphy ideal) ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 14-May-2026 to 18-Jun-2026 (26 sessions): pattern formed with swing highs at 14-May-2026, 29-May-2026 and swing lows at 11-Jun-2026, 18-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (14-May-2026–18-Jun-2026): average volume was 426,818 shares/day — 94% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -61,344 shares/day). On the chart the volume bars should visibly shrink from left to right across the 14-May-2026–18-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 18-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹1199.9. Price needs to close above this level on volume above 249,946 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹1199.9. Stop-loss: ₹1044.1 (below pattern low). Target: ₹1385.4 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 249,946 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.854%/week) and weekly volume is contracting (0.38× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹1199.9 on volume above 249,946 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 10-Jul-2026 (10 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~47 bars from triangle start — 3/4 mark = 36 bars. Pattern has used 26 bars, 10 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 10-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
HSCL.NS,Bull Flag,True,True,60.0,MEDIUM,718.0,630.05,849.6,1.5,5.88,16.5,11,5,True,False,False,False,22844882,False,Strong pole +16.5% ✓ | Downward-sloping channel ✓ | Parallel channel ✓ | Deep retracement 71.7% ✗ | Pole vol surge 1.74x ✓,"[1. POLE] From 03-Jun-2026 to 17-Jun-2026 (11 sessions): price moved from ₹602.0 to ₹701.1 (+16.5%). Open your chart and verify this was a sharp, near-vertical move.   //      Volume during this pole averaged 16,845,812 shares/day — 1.7x higher than the 20 sessions before it. You should see clearly taller volume bars during 03-Jun-2026–17-Jun-2026.  //  [2. FLAG] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price consolidated between ₹630.0 and ₹718.0. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 71.7% (Murphy ideal: 25–50%). ⚠ Deeper than ideal — reduces pattern quality.  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 16,193,077 shares/day — 96% of the pole's average (⚠ not contracted enough).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: -376,484 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹718.0. Price needs to close above this level on volume above 22,844,882 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹718.0. Stop-loss: ₹630.0 (below pattern low). Target: ₹849.6 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 22,844,882 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly volume is NOT contracting (1.28× 8-week avg). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹718.0 on volume above 22,844,882 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 01-Jul-2026 (3 trading day(s) remaining).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (11 bars × 2/3 = 8 max consolidation bars). Pattern has used 5 of 8 allowed bars — 3 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 01-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
ELGIEQUIP.NS,Symmetrical Triangle,True,True,60.0,MEDIUM,618.7,594.8,692.5,3.09,2.43,0.0,0,23,True,False,True,False,1241734,True,Descending swing highs ✓ | Ascending swing lows ✓ | Duration 23d (Murphy ideal) ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 18-May-2026 to 18-Jun-2026 (24 sessions): pattern formed with swing highs at 05-Jun-2026, 15-Jun-2026 and swing lows at 18-May-2026, 18-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (18-May-2026–18-Jun-2026): average volume was 765,429 shares/day — 240% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -24,692 shares/day). On the chart the volume bars should visibly shrink from left to right across the 18-May-2026–18-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 18-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹618.7. Price needs to close above this level on volume above 1,241,734 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹618.7. Stop-loss: ₹594.8 (below pattern low). Target: ₹692.5 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 1,241,734 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +1.244%/week) and weekly volume is contracting (0.73× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹618.7 on volume above 1,241,734 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 06-Aug-2026 (29 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~70 bars from triangle start — 3/4 mark = 53 bars. Pattern has used 24 bars, 29 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 06-Aug-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
DIVISLAB.NS,Symmetrical Triangle,True,True,60.0,MEDIUM,6815.0,6571.0,7192.0,1.55,1.51,0.0,0,17,True,False,True,False,521080,True,Descending swing highs ✓ | Ascending swing lows ✓ | Duration 17d (Murphy ideal) ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 22-May-2026 to 16-Jun-2026 (18 sessions): pattern formed with swing highs at 22-May-2026, 10-Jun-2026 and swing lows at 02-Jun-2026, 16-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (22-May-2026–16-Jun-2026): average volume was 366,454 shares/day — 109% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -5,141 shares/day). On the chart the volume bars should visibly shrink from left to right across the 22-May-2026–16-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 16-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹6815.0. Price needs to close above this level on volume above 521,080 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹6815.0. Stop-loss: ₹6571.0 (below pattern low). Target: ₹7192.0 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 521,080 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.352%/week) and weekly volume is contracting (0.72× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹6815.0 on volume above 521,080 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 21-Sep-2026 (61 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~105 bars from triangle start — 3/4 mark = 79 bars. Pattern has used 18 bars, 61 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 21-Sep-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
CUB.NS,Bull Flag,True,True,60.0,MEDIUM,205.4,194.55,234.65,2.7,3.29,10.9,7,5,True,True,False,False,4631383,True,Pole +10.9% | Sharp pole (7d) ✓ | Downward-sloping channel ✓ | Pole vol surge 2.22x ✓,"[1. POLE] From 08-Jun-2026 to 16-Jun-2026 (7 sessions): price moved from ₹185.2 to ₹205.4 (+10.9%). Open your chart and verify this was a sharp, near-vertical move.   //      Volume during this pole averaged 4,614,935 shares/day — 2.2x higher than the 20 sessions before it. You should see clearly taller volume bars during 08-Jun-2026–16-Jun-2026.  //  [2. FLAG] From 17-Jun-2026 to 24-Jun-2026 (6 sessions): price consolidated between ₹194.6 and ₹205.4. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 54.0% (Murphy ideal: 25–50%). ⚠ Deeper than ideal — reduces pattern quality.  //  [3. VOLUME CHECK] During the consolidation (17-Jun-2026–24-Jun-2026): average volume was 2,329,412 shares/day — 50% of the pole's average (✓ contracted as Murphy requires).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: -137,054 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 24-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹205.4. Price needs to close above this level on volume above 4,631,383 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹205.4. Stop-loss: ₹194.6 (below pattern low). Target: ₹234.6 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 4,631,383 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.197%/week) and weekly volume is contracting (0.98× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹205.4 on volume above 4,631,383 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 0 trading day(s) left (by 29-Jun-2026).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (7 bars × 2/3 = 5 max consolidation bars). Pattern has used 5 of 5 allowed bars — 0 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹205.4 on volume above 4,631,383 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
COROMANDEL.NS,Bull Flag,True,True,60.0,MEDIUM,2076.0,1966.0,2450.5,3.4,3.78,16.3,8,5,False,False,True,False,616931,False,Strong pole +16.3% ✓ | Sharp pole (8d) ✓ | Downward-sloping channel ✓ | Vol declining in flag ✓,"[1. POLE] From 08-Jun-2026 to 17-Jun-2026 (8 sessions): price moved from ₹1751.1 to ₹2035.9 (+16.3%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (1.0x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price consolidated between ₹1966.0 and ₹2076.0. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 24.5% (Murphy ideal: 25–50%). Good — shallow pullback.  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 354,493 shares/day — 89% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -98,228 shares/day). On the chart the volume bars should visibly shrink from left to right across the 18-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹2076.0. Price needs to close above this level on volume above 616,931 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹2076.0. Stop-loss: ₹1966.0 (below pattern low). Target: ₹2450.5 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 616,931 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly trend is FLAT/DOWN (EMA20 slope -0.065%/wk). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹2076.0 on volume above 616,931 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 1 trading day(s) left (by 29-Jun-2026).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (8 bars × 2/3 = 6 max consolidation bars). Pattern has used 5 of 6 allowed bars — 1 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹2076.0 on volume above 616,931 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
SUZLON.NS,Bull Flag,True,True,60.0,MEDIUM,60.45,56.87,67.39,1.94,5.79,8.7,12,5,False,False,True,False,157123425,True,Pole +8.7% | Downward-sloping channel ✓ | Parallel channel ✓ | Vol declining in flag ✓,"[1. POLE] From 02-Jun-2026 to 17-Jun-2026 (12 sessions): price moved from ₹54.5 to ₹59.3 (+8.7%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (1.0x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price consolidated between ₹56.9 and ₹60.5. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 50.5% (Murphy ideal: 25–50%). ⚠ Deeper than ideal — reduces pattern quality.  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 84,837,469 shares/day — 84% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -6,350,139 shares/day). On the chart the volume bars should visibly shrink from left to right across the 18-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹60.5. Price needs to close above this level on volume above 157,123,425 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹60.5. Stop-loss: ₹56.9 (below pattern low). Target: ₹67.4 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 157,123,425 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +1.123%/week) and weekly volume is contracting (0.77× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹60.5 on volume above 157,123,425 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 01-Jul-2026 (3 trading day(s) remaining).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (12 bars × 2/3 = 8 max consolidation bars). Pattern has used 5 of 8 allowed bars — 3 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 01-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
LATENTVIEW.NS,Symmetrical Triangle,True,True,60.0,MEDIUM,314.9,282.65,360.07,1.4,5.71,0.0,0,25,True,False,True,False,1244139,False,Descending swing highs ✓ | Ascending swing lows ✓ | Duration 25d (Murphy ideal) ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 14-May-2026 to 18-Jun-2026 (26 sessions): pattern formed with swing highs at 02-Jun-2026, 18-Jun-2026 and swing lows at 14-May-2026, 11-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (14-May-2026–18-Jun-2026): average volume was 1,344,393 shares/day — 160% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -109,874 shares/day). On the chart the volume bars should visibly shrink from left to right across the 14-May-2026–18-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 18-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹314.9. Price needs to close above this level on volume above 1,244,139 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹314.9. Stop-loss: ₹282.6 (below pattern low). Target: ₹360.1 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 1,244,139 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly trend is FLAT/DOWN (EMA20 slope -0.906%/wk). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹314.9 on volume above 1,244,139 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 01-Jul-2026 (3 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~38 bars from triangle start — 3/4 mark = 29 bars. Pattern has used 26 bars, 3 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 01-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
JUBLPHARMA.NS,Symmetrical Triangle,True,True,60.0,MEDIUM,1004.7,948.1,1078.48,1.3,4.18,0.0,0,24,True,False,True,False,134112,False,Descending swing highs ✓ | Ascending swing lows ✓ | Duration 24d (Murphy ideal) ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 19-May-2026 to 22-Jun-2026 (25 sessions): pattern formed with swing highs at 19-May-2026, 15-Jun-2026 and swing lows at 12-Jun-2026, 22-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (19-May-2026–22-Jun-2026): average volume was 116,030 shares/day — 105% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -6,385 shares/day). On the chart the volume bars should visibly shrink from left to right across the 19-May-2026–22-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 22-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹1004.7. Price needs to close above this level on volume above 134,112 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹1004.7. Stop-loss: ₹948.1 (below pattern low). Target: ₹1078.5 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 134,112 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly volume is NOT contracting (1.09× 8-week avg). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹1004.7 on volume above 134,112 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 29-Oct-2026 (89 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~152 bars from triangle start — 3/4 mark = 114 bars. Pattern has used 25 bars, 89 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 29-Oct-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
HYUNDAI.NS,Symmetrical Triangle,True,True,60.0,MEDIUM,2006.6,1863.0,2184.35,1.24,1.89,0.0,0,14,True,True,True,True,2845564,True,Descending swing highs ✓ | Ascending swing lows ✓ | Volume contracted in triangle ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 02-Jun-2026 to 22-Jun-2026 (15 sessions): pattern formed with swing highs at 15-Jun-2026, 22-Jun-2026 and swing lows at 02-Jun-2026, 11-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (02-Jun-2026–22-Jun-2026): average volume was 943,567 shares/day — 42% of the pole's average (✓ contracted as Murphy requires).   //      Volume was also trending DOWN within the consolidation (slope: -105,942 shares/day). On the chart the volume bars should visibly shrink from left to right across the 02-Jun-2026–22-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 22-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹2006.6. Price needs to close above this level on volume above 2,845,564 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹2006.6. Stop-loss: ₹1863.0 (below pattern low). Target: ₹2184.3 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 2,845,564 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.043%/week) and weekly volume is contracting (0.39× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹2006.6 on volume above 2,845,564 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 13-Jul-2026 (11 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~34 bars from triangle start — 3/4 mark = 26 bars. Pattern has used 15 bars, 11 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 13-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
FACT.NS,Bull Flag,True,True,60.0,MEDIUM,994.95,868.0,1203.5,1.64,11.79,13.9,13,6,True,True,True,True,1679088,True,Pole +13.9% | Downward-sloping channel ✓ | Parallel channel ✓ | Deep retracement 106.3% ✗ | Pole vol surge 7.15x ✓ | Vol declining in flag ✓,"[1. POLE] From 29-May-2026 to 16-Jun-2026 (13 sessions): price moved from ₹875.7 to ₹997.8 (+13.9%). Open your chart and verify this was a sharp, near-vertical move.   //      Volume during this pole averaged 1,327,232 shares/day — 7.2x higher than the 20 sessions before it. You should see clearly taller volume bars during 29-May-2026–16-Jun-2026.  //  [2. FLAG] From 17-Jun-2026 to 25-Jun-2026 (7 sessions): price consolidated between ₹868.0 and ₹995.0. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 106.3% (Murphy ideal: 25–50%). ⚠ Deeper than ideal — reduces pattern quality.  //  [3. VOLUME CHECK] During the consolidation (17-Jun-2026–25-Jun-2026): average volume was 733,402 shares/day — 55% of the pole's average (✓ contracted as Murphy requires).   //      Volume was also trending DOWN within the consolidation (slope: -141,106 shares/day). On the chart the volume bars should visibly shrink from left to right across the 17-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹995.0. Price needs to close above this level on volume above 1,679,088 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹995.0. Stop-loss: ₹868.0 (below pattern low). Target: ₹1203.5 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 1,679,088 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.405%/week) and weekly volume is contracting (0.71× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹995.0 on volume above 1,679,088 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 01-Jul-2026 (3 trading day(s) remaining).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (13 bars × 2/3 = 9 max consolidation bars). Pattern has used 6 of 9 allowed bars — 3 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 01-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
